AAC63054.1	AAC63054.1	100.000	622	0	0	1	622	1	622	0.0	1301
AAC63054.1	NP_001126851.1	97.432	623	15	1	1	622	1	623	0.0	1266
AAC63054.1	XP_055137660.1	96.469	623	21	1	1	622	1	623	0.0	1252
AAC63054.1	XP_010369387.1	93.740	623	38	1	1	622	1	623	0.0	1215
AAC63054.1	XP_003910009.2	92.857	630	37	2	1	622	1	630	0.0	1211
AAC63054.1	EHH22946.1	93.900	623	34	2	1	622	1	620	0.0	1211
AAC63054.1	EHH56297.1	93.740	623	35	2	1	622	1	620	0.0	1209
AAC63054.1	XP_003993267.2	84.405	622	95	2	1	621	1	621	0.0	1105
AAC63054.1	XP_010361751.1	38.929	280	153	8	339	617	209	471	3.37e-53	182
AAC63054.1	XP_010361751.1	37.634	93	52	2	27	114	47	138	1.51e-13	65.1
AAC63054.1	XP_009183375.3	39.286	280	152	8	339	617	209	471	3.54e-53	182
AAC63054.1	XP_009183375.3	37.634	93	52	2	27	114	47	138	1.59e-13	65.1
AAC63054.1	XP_005572933.2	38.929	280	153	8	339	617	209	471	3.72e-53	182
AAC63054.1	XP_005572933.2	38.710	93	51	2	27	114	47	138	1.16e-13	65.5
AAC63054.1	XP_024099271.2	39.350	277	150	9	342	617	190	449	1.79e-52	179
AAC63054.1	XP_024099271.2	38.043	92	53	2	27	114	26	117	7.16e-14	65.9
AAC63054.1	XP_014965335.1	38.929	280	153	8	339	617	269	531	2.16e-52	181
AAC63054.1	XP_014965335.1	39.773	88	47	2	32	114	112	198	9.32e-13	62.8
AAC63054.1	XP_055118090.1	39.711	277	149	9	342	617	211	470	2.71e-52	179
AAC63054.1	XP_055118090.1	38.043	92	53	2	27	114	47	138	6.28e-14	66.2
AAC63054.1	AAA60166.1	39.350	277	150	9	342	617	190	449	5.28e-52	178
AAC63054.1	AAA60166.1	38.043	92	53	2	27	114	26	117	4.23e-14	66.6
AAC63054.1	AAA52421.1	39.615	260	133	8	363	621	234	470	1.16e-51	178
AAC63054.1	AAA52421.1	50.562	89	34	2	28	113	25	106	1.51e-19	84.0
AAC63054.1	XP_005586353.1	40.000	260	132	8	363	621	234	470	1.24e-51	178
AAC63054.1	XP_005586353.1	51.087	92	35	2	25	113	22	106	5.41e-21	88.6
AAC63054.1	EHH29132.1	40.000	260	132	8	363	621	234	470	1.45e-51	177
AAC63054.1	EHH29132.1	51.087	92	35	2	25	113	22	106	4.06e-21	89.0
AAC63054.1	NP_001162447.1	40.000	260	132	8	363	621	234	470	1.48e-51	177
AAC63054.1	NP_001162447.1	50.000	92	36	2	25	113	22	106	2.59e-20	86.3
AAC63054.1	XP_055101117.1	39.615	260	133	8	363	621	234	470	2.51e-51	177
AAC63054.1	XP_055101117.1	51.087	92	35	2	25	113	22	106	9.22e-21	87.8
AAC63054.1	XP_002824495.1	39.231	260	134	8	363	621	234	470	4.19e-51	176
AAC63054.1	XP_002824495.1	50.000	92	36	2	25	113	22	106	1.23e-20	87.4
AAC63054.1	XP_010358374.2	39.615	260	133	8	363	621	234	470	4.28e-51	176
AAC63054.1	XP_010358374.2	50.000	92	36	2	25	113	22	106	1.91e-20	86.7
AAC63054.1	XP_003980607.2	41.016	256	127	9	363	617	237	469	3.76e-50	173
AAC63054.1	XP_003980607.2	55.556	81	33	1	10	87	4	84	2.09e-21	89.7
AAC63054.1	XP_028697499.1	38.976	254	131	10	363	615	200	430	7.58e-49	169
AAC63054.1	XP_028697499.1	47.692	65	33	1	25	88	2	66	2.63e-12	60.8
AAC63054.1	XP_055123354.1	39.370	254	130	10	363	615	226	456	8.71e-49	169
AAC63054.1	XP_055123354.1	43.210	81	44	2	10	88	12	92	2.38e-13	64.3
AAC63054.1	XP_003918402.1	38.976	254	131	10	363	615	226	456	1.25e-48	169
AAC63054.1	XP_003918402.1	41.975	81	45	2	10	88	12	92	4.96e-13	63.2
AAC63054.1	XP_005594774.1	38.976	254	131	10	363	615	226	456	1.34e-48	169
AAC63054.1	XP_005594774.1	41.975	81	45	2	10	88	12	92	4.96e-13	63.2
AAC63054.1	XP_002832230.2	37.795	254	134	10	363	615	226	456	4.90e-48	167
AAC63054.1	XP_002832230.2	43.210	81	44	2	10	88	12	92	2.53e-13	64.3
AAC63054.1	XP_010387043.1	38.189	254	133	10	363	615	226	456	1.94e-47	166
AAC63054.1	XP_010387043.1	36.937	111	56	5	10	114	12	114	3.35e-13	63.9
AAC63054.1	CCA61112.1	38.039	255	132	10	363	615	226	456	3.81e-47	165
AAC63054.1	CCA61112.1	43.210	81	44	2	10	88	12	92	2.76e-13	63.9
AAC63054.1	XP_003980582.1	35.154	293	153	11	333	619	172	433	5.26e-45	158
AAC63054.1	XP_003980582.1	50.649	77	34	1	16	88	9	85	9.62e-17	75.1
AAC63054.1	XP_055101306.1	34.021	291	155	11	333	617	192	451	1.10e-42	152
AAC63054.1	XP_055101306.1	51.562	64	31	0	25	88	42	105	1.17e-15	71.6
AAC63054.1	XP_009190519.2	34.364	291	154	11	333	617	252	511	1.70e-42	153
AAC63054.1	XP_009190519.2	51.562	64	31	0	25	88	102	165	1.46e-15	71.6
AAC63054.1	NP_001073605.1	34.364	291	154	11	333	617	198	457	2.51e-42	151
AAC63054.1	NP_001073605.1	51.613	62	30	0	27	88	50	111	4.49e-15	69.7
AAC63054.1	XP_045233471.1	34.364	291	154	11	333	617	207	466	2.90e-42	151
AAC63054.1	XP_045233471.1	51.613	62	30	0	27	88	59	120	4.04e-15	70.1
AAC63054.1	AAA51983.1	34.021	291	155	11	333	617	192	451	4.63e-42	150
AAC63054.1	AAA51983.1	51.613	62	30	0	27	88	44	105	2.10e-15	70.9
AAC63054.1	XP_010358380.2	33.333	285	165	9	333	617	185	444	6.40e-42	150
AAC63054.1	XP_010358380.2	51.613	62	30	0	27	88	37	98	3.31e-15	70.1
AAC63054.1	XP_054385267.1	34.364	291	154	10	333	617	252	511	1.07e-41	150
AAC63054.1	XP_054385267.1	51.562	64	31	0	25	88	102	165	1.35e-15	71.6
AAC63054.1	XP_014995139.1	37.500	256	137	10	360	613	368	602	2.21e-36	136
AAC63054.1	XP_055132633.1	37.209	258	135	11	360	613	384	618	9.08e-36	134
AAC63054.1	XP_005556540.2	37.109	256	138	10	360	613	409	643	1.13e-35	134
AAC63054.1	KAI4027918.1	36.434	258	137	11	360	613	330	564	1.24e-35	134
AAC63054.1	XP_010376291.1	37.109	256	138	10	360	613	368	602	1.25e-35	134
AAC63054.1	XP_002815399.1	36.434	258	137	11	360	613	384	618	2.12e-35	133
AAC63054.1	XP_003899481.2	37.109	256	138	10	360	613	384	618	3.68e-35	132
AAC63054.1	BAA07807.1	39.375	160	85	5	444	602	9	157	6.38e-32	113
AAC63054.1	XP_055141125.1	29.314	423	251	19	213	615	217	611	4.24e-31	120
AAC63054.1	XP_055141125.1	31.884	69	46	1	105	173	214	281	5.52e-06	40.8
AAC63054.1	XP_003900640.2	29.977	437	230	23	213	615	217	611	6.36e-31	120
AAC63054.1	XP_003900640.2	28.713	101	70	2	105	204	214	313	2.55e-06	42.0
AAC63054.1	XP_002816321.2	29.314	423	251	18	213	615	217	611	9.21e-31	119
AAC63054.1	XP_002816321.2	31.884	69	46	1	105	173	214	281	6.73e-06	40.8
AAC63054.1	AAB59490.1	28.741	421	256	17	213	615	217	611	1.89e-30	118
AAC63054.1	AAB59490.1	31.884	69	46	1	105	173	214	281	6.61e-06	40.8
AAC63054.1	XP_001089771.2	29.748	437	231	23	213	615	217	611	3.72e-30	117
AAC63054.1	XP_001089771.2	28.713	101	70	2	105	204	214	313	1.05e-05	40.0
AAC63054.1	XP_015307796.2	29.291	437	233	22	213	615	217	611	5.33e-30	117
AAC63054.1	XP_015307796.2	32.836	67	44	1	105	171	214	279	2.97e-05	38.5
AAC63054.1	XP_010384732.2	29.748	437	231	23	213	615	217	611	7.37e-30	116
AAC63054.1	XP_010384732.2	27.723	101	71	2	105	204	214	313	9.40e-06	40.4
AAC63054.1	BAX39000.1	30.095	422	245	21	212	615	216	605	8.14e-30	116
AAC63054.1	BAX39000.1	34.328	67	43	1	105	171	214	279	2.70e-06	42.0
AAC63054.1	AAO15585.1	41.732	127	61	6	449	573	14	129	1.18e-27	101
AAC63054.1	XP_003905194.2	57.895	19	7	1	144	161	334	352	9.3	20.8
AAC63054.1	XP_010367395.2	57.895	19	7	1	144	161	367	385	10.0	20.8
NP_001126851.1	NP_001126851.1	100.000	623	0	0	1	623	1	623	0.0	1302
NP_001126851.1	AAC63054.1	97.432	623	15	1	1	623	1	622	0.0	1266
NP_001126851.1	XP_055137660.1	96.469	623	22	0	1	623	1	623	0.0	1258
NP_001126851.1	XP_010369387.1	93.419	623	41	0	1	623	1	623	0.0	1220
NP_001126851.1	EHH22946.1	93.419	623	38	1	1	623	1	620	0.0	1212
NP_001126851.1	EHH56297.1	93.258	623	39	1	1	623	1	620	0.0	1211
NP_001126851.1	XP_003910009.2	92.222	630	42	1	1	623	1	630	0.0	1208
NP_001126851.1	XP_003993267.2	83.923	622	99	1	1	622	1	621	0.0	1106
NP_001126851.1	XP_009183375.3	39.286	280	152	8	340	618	209	471	4.23e-53	182
NP_001126851.1	XP_009183375.3	38.298	94	51	3	27	115	47	138	4.36e-12	60.5
NP_001126851.1	XP_010361751.1	38.929	280	153	8	340	618	209	471	4.36e-53	182
NP_001126851.1	XP_010361751.1	38.298	94	51	3	27	115	47	138	4.11e-12	60.5
NP_001126851.1	XP_005572933.2	38.929	280	153	8	340	618	209	471	4.77e-53	181
NP_001126851.1	XP_005572933.2	39.362	94	50	3	27	115	47	138	3.30e-12	60.8
NP_001126851.1	XP_014965335.1	38.929	280	153	8	340	618	269	531	2.11e-52	181
NP_001126851.1	XP_014965335.1	41.573	89	45	3	32	115	112	198	2.62e-12	61.2
NP_001126851.1	XP_024099271.2	39.350	277	150	9	343	618	190	449	2.27e-52	179
NP_001126851.1	XP_024099271.2	38.710	93	52	3	27	115	26	117	2.11e-12	61.2
NP_001126851.1	XP_055118090.1	39.711	277	149	9	343	618	211	470	3.68e-52	179
NP_001126851.1	XP_055118090.1	38.710	93	52	3	27	115	47	138	1.61e-12	61.6
NP_001126851.1	XP_005586353.1	39.768	259	134	7	364	622	234	470	7.49e-52	178
NP_001126851.1	XP_005586353.1	51.613	93	34	3	25	114	22	106	1.17e-19	84.3
NP_001126851.1	AAA52421.1	39.382	259	135	7	364	622	234	470	8.71e-52	178
NP_001126851.1	AAA52421.1	51.111	90	33	3	28	114	25	106	3.68e-18	79.7
NP_001126851.1	NP_001162447.1	39.768	259	134	7	364	622	234	470	9.83e-52	178
NP_001126851.1	NP_001162447.1	50.538	93	35	3	25	114	22	106	6.38e-19	82.0
NP_001126851.1	AAA60166.1	39.350	277	150	9	343	618	190	449	1.10e-51	177
NP_001126851.1	AAA60166.1	38.710	93	52	3	27	115	26	117	1.37e-12	62.0
NP_001126851.1	EHH29132.1	39.768	259	134	7	364	622	234	470	1.12e-51	178
NP_001126851.1	EHH29132.1	51.613	93	34	3	25	114	22	106	1.02e-19	84.3
NP_001126851.1	XP_055101117.1	39.382	259	135	7	364	622	234	470	1.71e-51	177
NP_001126851.1	XP_055101117.1	51.613	93	34	3	25	114	22	106	2.52e-19	83.2
NP_001126851.1	XP_002824495.1	38.996	259	136	7	364	622	234	470	2.88e-51	177
NP_001126851.1	XP_002824495.1	50.538	93	35	3	25	114	22	106	3.40e-19	82.8
NP_001126851.1	XP_010358374.2	39.382	259	135	7	364	622	234	470	3.48e-51	176
NP_001126851.1	XP_010358374.2	50.538	93	35	3	25	114	22	106	5.21e-19	82.4
NP_001126851.1	XP_003980607.2	41.016	256	127	9	364	618	237	469	1.99e-49	171
NP_001126851.1	XP_003980607.2	56.098	82	32	2	10	88	4	84	2.67e-20	86.3
NP_001126851.1	XP_028697499.1	38.583	254	132	10	364	616	200	430	2.53e-48	167
NP_001126851.1	XP_028697499.1	49.231	65	33	0	25	89	2	66	1.92e-13	64.7
NP_001126851.1	XP_055123354.1	38.976	254	131	10	364	616	226	456	3.33e-48	167
NP_001126851.1	XP_055123354.1	44.444	81	44	1	10	89	12	92	2.17e-14	67.8
NP_001126851.1	XP_003918402.1	38.583	254	132	10	364	616	226	456	3.87e-48	167
NP_001126851.1	XP_003918402.1	43.210	81	45	1	10	89	12	92	4.63e-14	66.6
NP_001126851.1	XP_005594774.1	38.583	254	132	10	364	616	226	456	4.27e-48	167
NP_001126851.1	XP_005594774.1	43.210	81	45	1	10	89	12	92	4.24e-14	66.6
NP_001126851.1	XP_002832230.2	37.402	254	135	10	364	616	226	456	1.58e-47	166
NP_001126851.1	XP_002832230.2	44.444	81	44	1	10	89	12	92	2.10e-14	67.8
NP_001126851.1	XP_010387043.1	37.795	254	134	10	364	616	226	456	5.41e-47	164
NP_001126851.1	XP_010387043.1	37.838	111	56	4	10	115	12	114	2.68e-14	67.4
NP_001126851.1	CCA61112.1	37.008	254	136	9	364	616	226	456	6.21e-46	161
NP_001126851.1	CCA61112.1	44.444	81	44	1	10	89	12	92	2.55e-14	67.4
NP_001126851.1	XP_003980582.1	34.932	292	155	10	334	620	172	433	7.02e-45	158
NP_001126851.1	XP_003980582.1	33.758	157	86	5	16	156	9	163	4.14e-15	69.7
NP_001126851.1	XP_055101306.1	34.138	290	156	10	334	618	192	451	8.98e-43	152
NP_001126851.1	XP_055101306.1	49.231	65	32	1	25	89	42	105	1.45e-13	65.1
